Marque;Modèle;Boite vitesse;Puissance fiscale;Transmission;Kilométrage;Mise en circulation;Carrosserie;price;cylindre;Énergie
Fiat;Doblo Maxi;Manuelle;5                        cv;Traction;254 000                        km;10.2018;Utilitaire;28 500        DT;899;Diesel
Hyundai;Kona;Manuelle;7                        cv;Traction;56 000                        km;09.2018;SUV/4x4;72 500        DT;899;Essence
Mercedes-Benz;Classe C;Automatique;7                        cv;Traction;140 000                        km;07.2016;Berline;115 000        DT;899;Diesel
Jaguar;XE;Automatique;10                        cv;Traction;70 000                        km;06.2020;Berline;198 000        DT;899;Diesel
Porsche;Macan;Automatique;26                        cv;Traction;52 000                        km;09.2019;SUV/4x4;355 000        DT;900;Essence
Peugeot;3008;Automatique;9                        cv;Traction;92 000                        km;01.2018;SUV/4x4;86 000        DT;900;Essence
Mercedes-Benz;Classe S;Automatique;15                        cv;Traction;111 000                        km;06.2008;Berline;105 000        DT;900;Diesel
Hyundai;Tucson;Automatique;8                        cv;Traction;111 000                        km;04.2019;SUV/4x4;92 000        DT;899;Essence
Cupra;Formentor;Automatique;8                        cv;Traction;19 000                        km;10.2022;Berline;155 000        DT;899;Essence
Mercedes-Benz;Classe E coupé;Automatique;14                        cv;Traction;150 000                        km;06.2009;Coupé;68 500        DT;899;Diesel
Mercedes-Benz;GLA;Automatique;8                        cv;Traction;75 000                        km;01.2016;Berline;99 500        DT;899;Essence
Hyundai;Veloster;Automatique;8                        cv;Traction;153 000                        km;02.2014;Autres;36 800        DT;1600;Essence
Mercedes-Benz;Classe C coupé;Automatique;8                        cv;Propulsion;91 000                        km;03.2018;Coupé;138 000        DT;1600;Essence
Seat;Ibiza;Manuelle;4                        cv;Traction;113 000                        km;01.2021;Citadine;46 500        DT;1000;Essence
Mercedes-Benz;Classe C;Automatique;11                        cv;Traction;263 000                        km;03.2009;Berline;55 000        DT;1800;Essence
Mercedes-Benz;Classe C;Automatique;8                        cv;Traction;119 000                        km;05.2015;Berline;115 000        DT;1600;Essence
Audi;A5 Coupé;Automatique;10                        cv;Traction;239 000                        km;07.2011;Coupé;53 000        DT;1999;Essence
Hyundai;Tucson Hybride;Automatique;7                        cv;Traction;51 000                        km;11.2021;SUV/4x4;155 000        DT;1600;Hybride diesel
BMW;Série 3;Automatique;7                        cv;Traction;181 000                        km;06.2013;Berline;65 000        DT;1600;Essence
Land Rover;Range Rover Evoque;Manuelle;8                        cv;Traction;128 000                        km;03.2015;SUV/4x4;110 000        DT;2200;Diesel
Mercedes-Benz;Classe A;Automatique;9                        cv;Traction;80 000                        km;03.2019;Compacte;138 000        DT;1800;Essence
BMW;Série 5;Automatique;9                        cv;Traction;119 000                        km;03.2016;Berline;115 000        DT;1600;Essence
BMW;Série 1;Manuelle;6                        cv;Propulsion;70 000                        km;04.2013;Compacte;62 500        DT;1600;Diesel
Renault;Megane;Manuelle;7                        cv;Propulsion;120 000                        km;05.2017;Compacte;52 500        DT;1200;Essence
Peugeot;3008;Automatique;9                        cv;Traction;60 000                        km;11.2017;Citadine;85 000        DT;1600;Essence
Citroën;Berlingo Multispace;Manuelle;7                        cv;Traction;145 000                        km;07.2018;Monospace;53 000        DT;1600;Essence
Seat;Leon;Manuelle;6                        cv;Traction;187 000                        km;05.2016;Citadine;49 000        DT;1200;Essence
Volkswagen;Passat;Manuelle;7                        cv;Traction;155 000                        km;01.2019;Berline;66 000        DT;1400;Essence
KIA;Picanto;Automatique;5                        cv;Traction;159 000                        km;10.2014;Citadine;33 000        DT;1200;Essence
Volkswagen;Passat;Automatique;6                        cv;Traction;122 000                        km;03.2019;Berline;85 000        DT;1600;Diesel
Land Rover;Range Rover Evoque;Automatique;15                        cv;Traction;138 000                        km;04.2016;SUV/4x4;115 000        DT;2000;Essence
Volkswagen;Golf 7;Manuelle;5                        cv;Traction;76 000                        km;11.2016;Compacte;67 500        DT;1200;Essence
Volkswagen;Golf 7;Manuelle;5                        cv;Traction;91 000                        km;11.2016;Citadine;63 500        DT;1200;Essence
Hyundai;Grand i10;Manuelle;5                        cv;Traction;87 000                        km;07.2020;Citadine;39 000        DT;1200;Essence
Citroën;C4 Cactus;Manuelle;5                        cv;Traction;106 000                        km;11.2016;Citadine;38 000        DT;1200;Essence
Mercedes-Benz;Classe E;Automatique;9                        cv;Propulsion;192 000                        km;11.2003;Berline;36 500        DT;2200;Diesel
Mercedes-Benz;CLA;Automatique;8                        cv;Propulsion;168 000                        km;04.2013;Berline;78 000        DT;1600;Essence
Lada;Niva;Manuelle;7                        cv;Traction;84 000                        km;03.2018;SUV/4x4;37 000        DT;1700;Essence
Renault;Fluence;Automatique;7                        cv;Traction;125 000                        km;01.2011;Berline;33 500        DT;1600;Essence
Volkswagen;Golf 7;Manuelle;6                        cv;Traction;136 000                        km;03.2018;Citadine;79 000        DT;1000;Essence
BAIC YX;Kenbo S2;Manuelle;7                        cv;Traction;99 000                        km;08.2018;Compacte;35 500        DT;1500;Essence
Volkswagen;Passat CC;Automatique;12                        cv;Traction;195 000                        km;06.2010;Citadine;39 000        DT;2000;Essence
Seat;Ibiza;Manuelle;4                        cv;Traction;139 000                        km;02.2020;Citadine;51 000        DT;1000;Essence
Citroën;C3;Manuelle;4                        cv;Traction;119 000                        km;04.2018;Citadine;33 000        DT;1200;Essence
Renault;Clio Campus;Manuelle;5                        cv;Traction;146 000                        km;06.2011;Coupé;25 000        DT;1200;Essence
Peugeot;Partner;Manuelle;7                        cv;Traction;142 000                        km;11.2016;Monospace;44 500        DT;1600;Essence
Seat;Leon;Manuelle;6                        cv;Traction;101 000                        km;06.2020;Compacte;68 000        DT;1199;Essence
BMW;Série 1;Automatique;7                        cv;Propulsion;145 000                        km;01.2016;Compacte;64 000        DT;1499;Essence
BMW;Série 3;Automatique;8                        cv;Propulsion;8 500                        km;09.2023;Berline;214 000        DT;1598;Essence
Mercedes-Benz;Classe A;Automatique;9                        cv;Traction;57 000                        km;05.2018;Compacte;128 000        DT;1332;Essence
Hyundai;Genesis;Automatique;19                        cv;Intégrale;116 000                        km;12.2018;Berline;106 000        DT;3342;Essence
Fiat;Palio;Manuelle;5                        cv;Traction;220 000                        km;02.2004;Citadine;15 000        DT;999;Essence
Volkswagen;Golf 8;Automatique;6                        cv;Traction;50 000                        km;07.2021;Compacte;102 000        DT;1000;Hybride essence
BMW;Série 3 coupé;Manuelle;9                        cv;Propulsion;247 000                        km;10.2007;Coupé;39 000        DT;1995;Essence
Toyota;Verso;Automatique;11                        cv;Traction;35 000                        km;05.2022;Monospace;200 000        DT;1997;Diesel
Mercedes-Benz;Classe C;Automatique;9                        cv;Traction;80 000                        km;06.2022;Citadine;215 000        DT;1599;Essence
Seat;Ateca;Automatique;8                        cv;Traction;60 000                        km;04.2022;SUV/4x4;112 000        DT;1399;Essence
KIA;Sportage;Automatique;8                        cv;Traction;95 000                        km;10.2019;SUV/4x4;90 000        DT;1599;Essence
Volkswagen;T-roc;Automatique;6                        cv;Traction;87 000                        km;01.2020;SUV/4x4;85 000        DT;999;Essence
Seat;Ibiza;Manuelle;6                        cv;Traction;50 000                        km;08.2020;SUV/4x4;67 000        DT;1599;Essence
Mercedes-Benz;CLA;Automatique;7                        cv;Traction;20 000                        km;10.2020;Citadine;169 000        DT;1599;Essence
Great Wall;Poer;Manuelle;11                        cv;Traction;9 000                        km;07.2022;Pick up;97 000        DT;1999;Diesel
Ssangyong;Actyon Sports;Automatique;7                        cv;Traction;200 000                        km;07.2017;SUV/4x4;40 000        DT;1599;Diesel
Seat;Ibiza;Automatique;6                        cv;Traction;100 000                        km;09.2020;Citadine;68 000        DT;1599;Essence
KIA;Sportage;Automatique;8                        cv;Traction;80 000                        km;01.2020;SUV/4x4;93 000        DT;1699;Essence
Hyundai;Grand i10;Automatique;5                        cv;Traction;54 000                        km;04.2021;Citadine;53 000        DT;1199;Essence
Mercedes-Benz;Classe C;Automatique;9                        cv;Traction;40 000                        km;02.2022;Berline;208 000        DT;1500;Hybride essence
Mercedes-Benz;GLA;Automatique;8                        cv;Traction;25 000                        km;09.2021;SUV/4x4;185 000        DT;1599;Essence
Mercedes-Benz;Classe C;Automatique;9                        cv;Traction;170 000                        km;08.2014;Berline;115 000        DT;1599;Essence
Mercedes-Benz;GLA;Automatique;8                        cv;Traction;74 000                        km;01.2016;SUV/4x4;113 000        DT;1595;Essence
KIA;Rio 5p;Manuelle;5                        cv;Traction;26 000                        km;10.2019;Citadine;57 000        DT;1199;Essence
Volkswagen;Golf 7;Manuelle;6                        cv;Traction;130 000                        km;09.2018;Citadine;80 000        DT;1000;Essence
Volkswagen;Tiguan;Automatique;8                        cv;Traction;33 000                        km;09.2020;SUV/4x4;128 000        DT;1599;Essence
Mercedes-Benz;Classe S;Automatique;19                        cv;Traction;170 000                        km;07.2008;Berline;78 000        DT;3450;Essence
Volkswagen;Golf 7;Automatique;5                        cv;Traction;180 000                        km;07.2019;Citadine;64 000        DT;1199;Essence
Porsche;Panamera;Automatique;20                        cv;Traction;80 000                        km;02.2011;Citadine;188 000        DT;3500;Essence
Hyundai;Tucson;Automatique;8                        cv;Traction;16 000                        km;07.2023;SUV/4x4;145 000        DT;1399;Essence
Seat;Ateca;Automatique;8                        cv;Traction;30 000                        km;06.2021;SUV/4x4;109 000        DT;1399;Essence
KIA;Rio 5p;Manuelle;5                        cv;Traction;70 000                        km;01.2021;Citadine;63 500        DT;1199;Essence
KIA;Sportage;Automatique;10                        cv;Traction;23 000                        km;06.2022;SUV/4x4;143 000        DT;1599;Essence
Citroën;Berlingo Utilitaire;Manuelle;5                        cv;Traction;170 000                        km;05.2018;Utilitaire;37 500        DT;1299;Diesel
Seat;Leon;Manuelle;6                        cv;Traction;65 000                        km;09.2020;Citadine;73 000        DT;1200;Essence
Haval;Jolion;Automatique;9                        cv;Traction;40 000                        km;07.2022;SUV/4x4;87 000        DT;1599;Essence
Chery;Tiggo 2;Manuelle;6                        cv;Traction;60 000                        km;01.2020;SUV/4x4;43 500        DT;1499;Essence
BMW;Série 3;Automatique;7                        cv;Traction;117 000                        km;08.2017;Berline;88 000        DT;1499;Essence
KIA;Sportage;Automatique;6                        cv;Traction;120 000                        km;09.2021;SUV/4x4;119 000        DT;1599;Hybride rechargeable diesel
Volkswagen;Polo;Manuelle;4                        cv;Traction;70 000                        km;09.2021;Citadine;50 000        DT;1000;Essence
Audi;A5 Sportback;Automatique;10                        cv;Traction;200 000                        km;09.2010;Berline;43 500        DT;1999;Essence
Mercedes-Benz;Classe C coupé;Automatique;9                        cv;Traction;40 000                        km;09.2019;Coupé;179 000        DT;1599;Essence
Peugeot;2008;Manuelle;7                        cv;Traction;30 000                        km;07.2021;SUV/4x4;92 000        DT;1200;Essence
Audi;Q2;Automatique;8                        cv;Traction;30 000                        km;10.2019;SUV/4x4;99 000        DT;1599;Essence
Hyundai;Grand i10;Manuelle;5                        cv;Traction;30 000                        km;08.2022;Citadine;53 000        DT;1199;Essence
Seat;Leon;Automatique;8                        cv;Traction;70 000                        km;01.2022;Citadine;122 800        DT;1395;Essence
Toyota;C-HR;Automatique;6                        cv;Traction;50 000                        km;02.2021;SUV/4x4;90 000        DT;1200;Essence
Mercedes-Benz;Classe C;Automatique;9                        cv;Traction;40 000                        km;08.2022;Berline;205 000        DT;1600;Hybride essence
Mercedes-Benz;Classe A;Automatique;6                        cv;Traction;49 000                        km;07.2019;Citadine;99 000        DT;1599;Diesel
BMW;X2;Automatique;8                        cv;Traction;80 000                        km;07.2019;SUV/4x4;135 000        DT;1666;Essence
Audi;A3 Sportback;Automatique;7                        cv;Traction;70 000                        km;06.2019;Citadine;95 000        DT;1599;Essence
Chery;Tiggo 7 Pro;Automatique;9                        cv;Traction;20 000                        km;07.2022;SUV/4x4;89 000        DT;1599;Essence
Hyundai;i20;Manuelle;5                        cv;Traction;40 000                        km;03.2022;Citadine;63 000        DT;1200;Essence
Volkswagen;Golf 7;Automatique;6                        cv;Traction;64 000                        km;09.2019;Citadine;74 000        DT;1200;Essence
Haval;H6;Automatique;8                        cv;Traction;13 000                        km;03.2023;SUV/4x4;119 000        DT;1599;Essence
Mercedes-Benz;Classe A;Automatique;6                        cv;Traction;50 000                        km;07.2019;Citadine;98 000        DT;1599;Diesel
Peugeot;208;Manuelle;4                        cv;Traction;60 000                        km;09.2020;Citadine;35 000        DT;1200;Essence
Audi;A5 Cabriolet;Automatique;10                        cv;Traction;120 000                        km;05.2010;Cabriolet;59 000        DT;1599;Essence
Haval;H6;Automatique;9                        cv;Traction;97 000                        km;12.2019;SUV/4x4;79 500        DT;1599;Essence
Toyota;Corolla;Automatique;6                        cv;Traction;27 000                        km;07.2023;Citadine;81 000        DT;1399;Essence
Mercedes-Benz;Classe B;Manuelle;8                        cv;Traction;99 000                        km;04.2014;SUV/4x4;49 000        DT;1599;Essence
Renault;Kadjar;Automatique;7                        cv;Traction;60 000                        km;06.2019;SUV/4x4;70 000        DT;1499;Essence
BMW;X6;Automatique;15                        cv;Traction;270 000                        km;08.2008;SUV/4x4;110 000        DT;3000;Diesel
Mercedes-Benz;CLA;Automatique;9                        cv;Traction;240 000                        km;07.2013;Citadine;79 000        DT;2143;Diesel
Volkswagen;Golf 7;Automatique;6                        cv;Traction;70 000                        km;08.2018;Citadine;84 000        DT;1200;Essence
Mercedes-Benz;Classe C;Automatique;9                        cv;Traction;50 000                        km;07.2022;Berline;264 200        DT;1399;Hybride essence
Audi;Q8;Automatique;23                        cv;Traction;16 000                        km;06.2021;SUV/4x4;409 000        DT;2999;
Honda;City;Automatique;7                        cv;Traction;50 000                        km;11.2020;Berline;57 000        DT;1599;Essence
Volkswagen;Golf 7;Manuelle;7                        cv;Traction;90 000                        km;03.2019;Compacte;105 000        DT;1400;Essence
BMW;Série 5;Automatique;11                        cv;Traction;200 000                        km;01.2016;Berline;89 000        DT;1997;Essence
Mercedes-Benz;CLA;Automatique;7                        cv;Traction;30 000                        km;12.2021;Citadine;169 000        DT;1599;Essence
Land Rover;Discovery;Automatique;15                        cv;Traction;170 000                        km;08.2015;SUV/4x4;114 000        DT;3000;Essence
Haval;H6;Automatique;9                        cv;Traction;32 000                        km;11.2019;SUV/4x4;86 000        DT;1599;Essence
Haval;H2;Automatique;9                        cv;Traction;40 000                        km;08.2019;SUV/4x4;69 000        DT;1599;Essence
Dacia;Duster;Manuelle;7                        cv;Traction;117 000                        km;06.2017;SUV/4x4;52 400        DT;1455;Essence
Nissan;Qashqai;Automatique;9                        cv;Traction;147 000                        km;06.2011;SUV/4x4;43 000        DT;2000;Essence
BMW;Série 5;Automatique;10                        cv;Traction;160 000                        km;08.2015;Berline;108 000        DT;1598;Essence
Renault;Kadjar;Manuelle;7                        cv;Traction;67 000                        km;05.2018;Autres;65 000        DT;1200;Essence
Mercedes-Benz;Classe G;Automatique;47                        cv;Intégrale;27 000                        km;07.2015;SUV/4x4;650 000        DT;5500;Essence
Porsche;Cayenne;Automatique;23                        cv;Traction;58 000                        km;05.2020;SUV/4x4;430 000        DT;3000;Essence
Land Rover;Discovery Sport;Automatique;15                        cv;Traction;115 000                        km;11.2014;SUV/4x4;140 000        DT;2000;Essence
Peugeot;2008;Automatique;7                        cv;Traction;37 000                        km;09.2021;SUV/4x4;90 000        DT;1200;Essence
Toyota;Prado;Automatique;15                        cv;Traction;160 000                        km;04.2011;SUV/4x4;148 000        DT;2700;Essence
Jeep;Wrangler;Automatique;20                        cv;Intégrale;136 000                        km;11.2015;SUV/4x4;185 000        DT;3600;Essence
KIA;Sportage;Automatique;11                        cv;Traction;93 000                        km;12.2019;SUV/4x4;115 000        DT;1600;Essence
Mercedes-Benz;Classe C;Automatique;9                        cv;Traction;130 000                        km;04.2014;Berline;120 000        DT;2200;Hybride essence
Fiat;125;Manuelle;9                        cv;Traction;40 000                        km;12.1970;Autres;35 000        DT;1600;Diesel
Mercedes-Benz;Classe A;Automatique;8                        cv;Traction;42 000                        km;01.2019;Compacte;145 000        DT;1300;Essence
Mercedes-Benz;Classe E;Automatique;10                        cv;Propulsion;60 000                        km;01.2021;Berline;285 000        DT;2200;Essence
Audi;RS Q3;Automatique;29                        cv;Intégrale;30 000                        km;11.2022;SUV/4x4;440 000        DT;2500;Hybride rechargeable essence
DS;7 Crossback;Automatique;10                        cv;Traction;1 000                        km;12.2023;SUV/4x4;210 000        DT;1500;Essence
BMW;Série 1;Automatique;8                        cv;Propulsion;80 000                        km;03.2020;Compacte;118 000        DT;1500;Hybride rechargeable essence
Volkswagen;Golf 7;Manuelle;6                        cv;Traction;100 000                        km;09.2019;Compacte;79 500        DT;1000;Essence
Land Rover;Range Rover Velar;Automatique;15                        cv;Intégrale;2 000                        km;08.2023;SUV/4x4;385 000        DT;2000;Essence
BMW;Série 3;Automatique;10                        cv;Intégrale;4 000                        km;06.2023;Berline;210 000        DT;2000;Essence
Volkswagen;Golf 8;Automatique;8                        cv;Traction;8 000                        km;12.2022;Compacte;133 000        DT;1500;Essence
BMW;Série 4 Gran Coupé;Automatique;10                        cv;Traction;140 000                        km;03.2016;Berline;112 000        DT;2000;Hybride essence
Audi;A3 Sportback;Automatique;8                        cv;Intégrale;900                        km;11.2023;Berline;145 000        DT;1500;Essence
Cupra;Formentor;Automatique;11                        cv;Propulsion;31 000                        km;06.2022;Pick up;153 500        DT;1998;Hybride essence
BMW;Série 4 Gran Coupé;Automatique;7                        cv;Traction;90 000                        km;06.2019;Berline;142 000        DT;1498;Essence
Volkswagen;Golf 7;Manuelle;4                        cv;Propulsion;83 000                        km;08.2018;Utilitaire;74 500        DT;999.0                                                    ;Essence
Volkswagen;Golf 7;Manuelle;6                        cv;Propulsion;99 000                        km;11.2019;Utilitaire;87 500        DT;999.0                                                    ;Hybride rechargeable essence
Nissan;Qashqai;Automatique;8                        cv;Traction;22 000                        km;08.2022;SUV/4x4;110 000        DT;1009;Essence
KIA;Sportage;Automatique;7                        cv;Propulsion;69 000                        km;09.2019;SUV/4x4;113 500        DT;1598;Essence
Mercedes-Benz;CLA;Automatique;9                        cv;Propulsion;120 000                        km;10.2019;Utilitaire;153 500        DT;1598;Diesel
Mercedes-Benz;CLA;Automatique;7                        cv;Traction;163 000                        km;07.2014;Citadine;81 000        DT;1599;Essence
Dodge;RAM;Automatique;18                        cv;Traction;65 000                        km;07.2019;SUV/4x4;212 000        DT;6500;Essence
Mahindra;KUV 100;Manuelle;5                        cv;Traction;21 000                        km;01.2020;Coupé;34 800        DT;1200;Essence
BMW;Série 2 Active Tourer;Automatique;7                        cv;Traction;114 000                        km;09.2016;Autres;68 000        DT;1600;Essence
Mercedes-Benz;Classe C;Automatique;8                        cv;Traction;139 000                        km;02.2016;Berline;108 000        DT;1600;Essence
Mercedes-Benz;ML;Automatique;12                        cv;Intégrale;231 000                        km;06.2010;SUV/4x4;110 000        DT;3000;Essence
Porsche;Panamera;Automatique;20                        cv;Traction;80 000                        km;07.2012;Berline;185 000        DT;3605;Diesel
Volkswagen;Golf 7;Automatique;20                        cv;Intégrale;57 000                        km;08.2019;Autres;190 000        DT;1984;Essence
Mercedes-Benz;GLC Coupé;Automatique;10                        cv;Intégrale;22 000                        km;05.2022;SUV/4x4;310 000        DT;2000;Essence
Volkswagen;Tiguan;Automatique;8                        cv;Traction;69 000                        km;08.2021;SUV/4x4;126 000        DT;1400;Hybride essence
Land Rover;Range Rover Sport;Automatique;19                        cv;Traction;114 000                        km;09.2015;SUV/4x4;240 000        DT;3000;Essence
Haval;H6;Automatique;9                        cv;Traction;76 000                        km;02.2020;SUV/4x4;85 000        DT;1500;Diesel
