prix;Kilométrage;Mise en circulation;Énergie;Boite vitesse;Puissance fiscale;Transmission;Carrosserie;Date de l'annonce;Gouvernorat;Marque;Modèle;Génération;Couleur extérieure;Couleur intérieure;Sellerie;Nombre de places;Nombre de portes;Cylindrée
215000DT;60000km;12.2020;Essence;Automatique;10cv;Propulsion;Berline;18.03.2024;Tunis;BMW;Série3;"""""";Noir;Marron;Cuirintégral;5;5;1999cm³
70000DT;150000km;03.2014;Essence;Automatique;7cv;Traction;Berline;18.03.2024;Tunis;BMW;Série3;(F30)Berline;"""""";"""""";"""""";"""""";"""""";""""""
70000DT;65000km;11.2020;Essence;Automatique;6cv;Traction;SUV/4x4;18.03.2024;Tunis;Seat;Arona;"""""";Autre;Noir;Tissu;5;4;1600cm³
31000DT;98000km;02.2020;Essence;Manuelle;5cv;Traction;SUV/4x4;18.03.2024;Tunis;Mahindra;KUV100;"""""";Rouge;Noir;Tissu;5;4;6000cm³
47000DT;34000km;03.2019;Essence;Manuelle;4cv;Traction;Citadine;18.03.2024;Tunis;Renault;Clio;"""""";Blanc;Rouge;Similicuir;5;5;899cm³
95000DT;97000km;07.2015;Essence;Manuelle;7cv;Traction;SUV/4x4;18.03.2024;Tunis;Mercedes-Benz;GLA;-156;"""""";"""""";"""""";"""""";"""""";""""""
24000DT;77885km;04.2013;Essence;Manuelle;4cv;Traction;Citadine;18.03.2024;Tunis;Citroën;C1;Phase25Portes;"""""";"""""";"""""";"""""";"""""";""""""
50000DT;170000km;07.2009;Essence;Automatique;20cv;Intégrale;SUV/4x4;18.03.2024;Sousse;Infiniti;FX;"""""";Noir;Marron;Cuirintégral;5;5;3500cm³
78000DT;182000km;04.2015;Essence;Automatique;7cv;Propulsion;Berline;18.03.2024;Tunis;BMW;Série3;(F30)Berline;"""""";"""""";"""""";"""""";"""""";""""""
36000DT;131000km;03.2018;Essence;Automatique;5cv;Traction;Citadine;19.03.2024;Tunis;Hyundai;i10;II;"""""";"""""";"""""";"""""";"""""";""""""
39500DT;8000km;06.2023;Essence;Manuelle;5cv;Traction;SUV/4x4;19.03.2024;BenArous;Mahindra;KUV100;"""""";Noir;"""""";"""""";"""""";"""""";""""""
71000DT;135000km;07.2015;Essence;Automatique;7cv;Propulsion;Berline;19.03.2024;Tunis;BMW;Série3;"""""";Noir;Marron;Cuirintégral;5;5;1600cm³
47000DT;29000km;10.2020;Essence;Automatique;5cv;Traction;Citadine;19.03.2024;Sousse;Suzuki;Swift;"""""";Blanc;Noir;Tissu;5;5;1400cm³
35000DT;142000km;07.2014;Essence;Manuelle;6cv;Traction;SUV/4x4;19.03.2024;Tunis;Renault;Captur;I;"""""";"""""";"""""";"""""";"""""";""""""
81000DT;80000km;03.2017;Essence;Manuelle;6cv;Traction;Compacte;19.03.2024;Tunis;Mercedes-Benz;ClasseA;(W176)Phase2;"""""";"""""";"""""";"""""";"""""";""""""
45000DT;260000km;04.2007;Diesel;Automatique;16cv;Intégrale;SUV/4x4;19.03.2024;Tunis;Audi;Q7;Série1;"""""";"""""";"""""";"""""";"""""";""""""
54000DT;88000km;03.2019;Essence;Manuelle;5cv;Traction;Citadine;19.03.2024;Tunis;KIA;Rio5p;IV;"""""";"""""";"""""";"""""";"""""";""""""
48000DT;277000km;10.2010;Diesel;Manuelle;10cv;Intégrale;SUV/4x4;19.03.2024;LaManouba;KIA;Sportage;III(Fab.Slovaquie);"""""";"""""";"""""";"""""";"""""";""""""
160000DT;190000km;11.2016;Essence;Automatique;16cv;Traction;Berline;19.03.2024;Ariana;Jaguar;XJ;(01/2010-Aujourd'hui);Vert;Beige;Cuirpartiel;5;4;16cv
48000DT;110000km;05.2015;Essence;Manuelle;6cv;Traction;Coupé;19.03.2024;Ariana;Mazda;3;"""""";Marron;Noir;Tissu;5;5;1500cm³
46000DT;115000km;04.2017;Essence;Manuelle;6cv;Traction;Berline;19.03.2024;Nabeul;Mazda;2Sedan;"""""";GrisShark;Gris;Cuirintégral;5;5;899cm³
58000DT;141000km;03.2016;Essence;Automatique;9cv;Traction;Berline;19.03.2024;Monastir;Mazda;6;"""""";Blanc;Noir;Cuirintégral;5;5;1998cm³
56000DT;160000km;07.2017;Diesel;Manuelle;7cv;Traction;SUV/4x4;19.03.2024;Tunis;Nissan;Qashqai;IIPhase2(J11E);"""""";"""""";"""""";"""""";"""""";""""""
100000DT;29000km;03.2018;Essence;Automatique;6cv;Traction;SUV/4x4;19.03.2024;Tunis;Nissan;Qashqai;"""""";Blanc;Noir;Tissu;5;4;900cm³
130000DT;153000km;01.2017;Essence;Automatique;8cv;Traction;Coupé;19.03.2024;Ariana;Mercedes-Benz;ClasseCcoupé;(205)Coupé;"""""";"""""";"""""";"""""";"""""";""""""
270000DT;103000km;02.2020;Diesel;Automatique;11cv;Propulsion;SUV/4x4;19.03.2024;Ariana;LandRover;RangeRoverVelar;VelarPhase2;"""""";"""""";"""""";"""""";"""""";""""""
145000DT;49000km;02.2023;Essence;Automatique;8cv;Traction;Berline;19.03.2024;Tunis;BMW;Série2GranCoupé;(F44)GranCoupé;"""""";"""""";"""""";"""""";"""""";""""""
41000DT;214995km;10.2012;Diesel;Automatique;10cv;Intégrale;SUV/4x4;19.03.2024;Sousse;BMW;X3;"""""";Noir;Beige;Cuirintégral;5;4;899cm³
68000DT;90000km;07.2020;Essence;Manuelle;6cv;Traction;Compacte;20.03.2024;Ariana;Seat;Ibiza;V;"""""";"""""";"""""";"""""";"""""";""""""
60000DT;145000km;09.2020;Essence;Manuelle;6cv;Traction;Compacte;20.03.2024;BenArous;Seat;Leon;"""""";Grisargent;Gris;Similicuir;5;5;1197cm³
45000DT;110000km;03.2017;Essence;Automatique;7cv;Traction;Berline;20.03.2024;Tunis;Honda;City;"""""";Blanc;Gris;Tissu;5;5;1500cm³
85000DT;74000km;08.2011;Essence;Automatique;11cv;Propulsion;Coupé;20.03.2024;BenArous;Mercedes-Benz;ClasseEcoupé;(207)Coupé;"""""";"""""";"""""";"""""";"""""";""""""
49200DT;167000km;08.2017;Essence;Manuelle;6cv;Traction;Coupé;20.03.2024;BenArous;Seat;LeonSC;III(5F5)SC3portesPhase2;"""""";"""""";"""""";"""""";"""""";""""""
75000DT;44000km;01.2011;Essence;Automatique;18cv;Traction;SUV/4x4;20.03.2024;Sousse;Honda;Accord;"""""";Bleu;Beige;Cuirpartiel;5;5;2011cm³
138000DT;66000km;10.2020;Essence;Automatique;7cv;Traction;Berline;20.03.2024;Ariana;BMW;Série4GranCoupé;"""""";Blanc;Noir;Cuirintégral;5;5;1600cm³
36500DT;106000km;05.2017;Essence;Manuelle;5cv;Traction;Citadine;20.03.2024;Ariana;Ford;Fiesta;VII5portes;"""""";"""""";"""""";"""""";"""""";""""""
44000DT;110000km;12.2017;Essence;Manuelle;6cv;Traction;Compacte;20.03.2024;Bizerte;Peugeot;308;II(T9)PhaseII;"""""";"""""";"""""";"""""";"""""";""""""
97000DT;252000km;08.2008;Diesel;Automatique;19cv;Traction;SUV/4x4;20.03.2024;Tunis;BMW;X5;"""""";Grisargent;Beige;Cuirintégral;7;5;2993cm³
36000DT;170000km;01.2013;Essence;Manuelle;5cv;Propulsion;Autres;20.03.2024;Gafsa;Renault;Duster;"""""";Noir;Noir;Similicuir;5;4;1461cm³
44000DT;170000km;08.2012;Essence;Automatique;9cv;Traction;Berline;20.03.2024;Ariana;Volvo;S60;II;"""""";"""""";"""""";"""""";"""""";""""""
56000DT;32000km;09.2021;Essence;Manuelle;5cv;Intégrale;Coupé;20.03.2024;Tunis;KIA;Rio5p;IVPhase2;"""""";"""""";"""""";"""""";"""""";""""""
36800DT;180000km;10.2016;Essence;Manuelle;6cv;Traction;Coupé;21.03.2024;Jendouba;Mazda;2;"""""";Noir;Noir;Tissu;5;4;4000cm³
58500DT;272000km;08.2010;Essence;Automatique;20cv;Intégrale;SUV/4x4;21.03.2024;Sfax;Mazda;CX-9;(09/2007-06/2016);Noir;Noir;Cuirintégral;7;5;""""""
38500DT;44000km;05.2021;Essence;Manuelle;4cv;Traction;Citadine;21.03.2024;Monastir;KIA;Picanto;(JA)Phase2;"""""";"""""";"""""";"""""";"""""";""""""
50000DT;141000km;05.2017;Essence;Manuelle;6cv;Traction;Compacte;21.03.2024;Ariana;Seat;Leon;"""""";Noir;Gris;Cuirintégral;5;5;1197cm³
75000DT;4500km;07.2023;Essence;Manuelle;6cv;Traction;Citadine;21.03.2024;Ariana;Seat;Ibiza;VPhase2;"""""";"""""";"""""";"""""";"""""";""""""
115000DT;100000km;08.2016;Essence;Automatique;8cv;Traction;Berline;21.03.2024;Tunis;Mercedes-Benz;ClasseC;(205)Berline;"""""";"""""";"""""";"""""";"""""";""""""
358000DT;0km;02.2024;Diesel;Automatique;9cv;Traction;SUV/4x4;21.03.2024;Tunis;LandRover;RangeRoverEvoque;"""""";Noir;"""""";"""""";"""""";"""""";""""""
82000DT;76000km;08.2018;Essence;Automatique;6cv;Traction;SUV/4x4;21.03.2024;Tunis;Audi;Q2;"""""";Noir;"""""";"""""";"""""";"""""";999cm³
142000DT;1000km;11.2023;Hybrideessence;Automatique;8cv;Traction;Citadine;21.03.2024;Tunis;Audi;A3;"""""";GrisShark;"""""";"""""";"""""";"""""";""""""
748000DT;0km;02.2024;Hybriderechargeableessence;Automatique;28cv;Traction;SUV/4x4;21.03.2024;Tunis;LandRover;RangeRoverSport;"""""";Noir;Marron;Cuirintégral;5;5;3000cm³
496000DT;1km;03.2024;Diesel;Automatique;12cv;Traction;SUV/4x4;21.03.2024;Tunis;LandRover;Defender110;II110;"""""";"""""";"""""";"""""";"""""";""""""
28500DT;257000km;05.2003;Essence;Manuelle;6cv;Intégrale;Autres;21.03.2024;Tunis;Citroën;BerlingoUtilitaire;"""""";Beige;Gris;Tissu;5;4;1299cm³
19800DT;247000km;07.2003;Essence;Manuelle;7cv;Traction;Berline;21.03.2024;LaManouba;Peugeot;406;Phase2Break;"""""";"""""";"""""";"""""";"""""";""""""
42500DT;58000km;03.2021;Essence;Manuelle;4cv;Propulsion;Citadine;21.03.2024;Tunis;Renault;Clio;IVSociété;"""""";"""""";"""""";"""""";"""""";""""""
49500DT;11800km;01.2023;Essence;Automatique;5cv;Traction;Citadine;21.03.2024;Tunis;Suzuki;Swift;"""""";Bleu;Noir;Tissu;5;4;1200cm³
35000DT;20600km;02.2019;Essence;Manuelle;5cv;Traction;Citadine;21.03.2024;Tunis;Mahindra;KUV100;"""""";Grisargent;Noir;Tissu;5;5;1193cm³
55000DT;158000km;10.2014;Essence;Manuelle;5cv;Traction;Citadine;21.03.2024;BenArous;Volkswagen;Golf7;"""""";Grisanthracite;Noir;Similicuir;5;5;1197cm³
87000DT;79000km;02.2020;Essence;Automatique;6cv;Traction;SUV/4x4;21.03.2024;Tunis;Toyota;C-HR;Phase2;"""""";"""""";"""""";"""""";"""""";""""""
35000DT;200000km;08.2015;Essence;Automatique;6cv;Traction;Citadine;21.03.2024;Ariana;Mazda;2;III(DJ-DL)SD4p;"""""";"""""";"""""";"""""";"""""";""""""
90000DT;85000km;03.2021;Essence;Automatique;8cv;Traction;SUV/4x4;21.03.2024;Monastir;Hyundai;Tucson;IV;"""""";"""""";"""""";"""""";"""""";""""""
59000DT;129000km;09.2010;Essence;Manuelle;9cv;Intégrale;Compacte;21.03.2024;Sousse;Mercedes-Benz;ClasseC;"""""";Noir;Noir;Cuirintégral;5;4;999cm³
44000DT;240000km;11.2012;Essence;Manuelle;7cv;Traction;Citadine;21.03.2024;Gabès;Volkswagen;Golf6;VI5Portes;"""""";"""""";"""""";"""""";"""""";""""""
180000DT;62000km;09.2019;Essence;Automatique;9cv;Intégrale;Compacte;21.03.2024;Sousse;Mercedes-Benz;ClasseC;(205)Berline;"""""";"""""";"""""";"""""";"""""";""""""
28000DT;126000km;04.2018;Essence;Manuelle;5cv;Traction;Berline;21.03.2024;Ariana;Citroën;C-Elysée;phase2;"""""";"""""";"""""";"""""";"""""";""""""
145000DT;60000km;03.2019;Essence;Automatique;8cv;Traction;Citadine;21.03.2024;Ariana;Mercedes-Benz;ClasseA;(W177)Hatchback;"""""";"""""";"""""";"""""";"""""";""""""
75000DT;180000km;11.2015;Diesel;Automatique;12cv;Intégrale;SUV/4x4;21.03.2024;Tunis;KIA;Sorento;III;"""""";"""""";"""""";"""""";"""""";""""""
42500DT;105000km;12.2018;Essence;Manuelle;5cv;Traction;Berline;21.03.2024;Ariana;Volkswagen;PoloSedan;"""""";Autre;Noir;Tissu;5;5;1400cm³
290000DT;100000km;01.2021;Essence;Automatique;11cv;Traction;SUV/4x4;21.03.2024;Sousse;BMW;X4;M(F98);"""""";"""""";"""""";"""""";"""""";""""""
27000DT;222000km;06.2011;Essence;Manuelle;6cv;Traction;Coupé;21.03.2024;Tunis;Ford;Focus;IIHatchbackPhase2;"""""";"""""";"""""";"""""";"""""";""""""
67000DT;194000km;05.2011;Essence;Automatique;9cv;Traction;Berline;21.03.2024;Bizerte;Mercedes-Benz;ClasseC;(204)Phase2Berline;"""""";"""""";"""""";"""""";"""""";""""""
275000DT;90000km;08.2017;Diesel;Automatique;16cv;Intégrale;SUV/4x4;22.03.2024;Nabeul;LandRover;RangeRoverSport;SportIIPhase2;"""""";"""""";"""""";"""""";"""""";""""""
90000DT;92300km;11.2018;Essence;Automatique;12cv;Propulsion;SUV/4x4;22.03.2024;Médenine;Volkswagen;Tiguan;II;"""""";"""""";"""""";"""""";"""""";""""""
23500DT;190000km;07.2015;Essence;Manuelle;5cv;Traction;Citadine;22.03.2024;Tunis;Hyundai;Grandi10;II;"""""";"""""";"""""";"""""";"""""";""""""
35000DT;185000km;06.2014;Essence;Manuelle;7cv;Traction;Berline;22.03.2024;Ariana;Ford;Focus;IIIBerline;"""""";"""""";"""""";"""""";"""""";""""""
67000DT;103000km;03.2016;Essence;Manuelle;7cv;Traction;Compacte;22.03.2024;Tunis;Volkswagen;Passat;"""""";Autre;"""""";Cuirintégral;"""""";"""""";""""""
29500DT;198000km;12.2009;Essence;Manuelle;4cv;Traction;Citadine;22.03.2024;Ariana;Fiat;500;"""""";Blanc;Beige;Tissu;4;3;1242cm³
62000DT;144000km;01.2015;Essence;Manuelle;5cv;Traction;Citadine;22.03.2024;Ariana;Audi;A3Sportback;"""""";Noir;Noir;Cuirintégral;5;5;1600cm³
70000DT;60000km;05.2022;Essence;Manuelle;5cv;Traction;Citadine;22.03.2024;Sfax;KIA;Rio5p;IVPhase2;"""""";"""""";"""""";"""""";"""""";""""""
57500DT;137000km;12.2012;Diesel;Manuelle;7cv;Traction;Citadine;22.03.2024;Kairouan;Mercedes-Benz;ClasseC;"""""";Noir;"""""";Cuirintégral;2143cm³;87;""""""
103000DT;116000km;08.2013;Essence;Automatique;15cv;Traction;SUV/4x4;22.03.2024;Tunis;LandRover;RangeRoverEvoque;"""""";Blanc;Noir;Alcantara;5;4;2999cm³
36000DT;176000km;09.2010;Essence;Manuelle;4cv;Traction;Compacte;22.03.2024;Tunis;Mini;3portes;"""""";Blanc;Noir;Tissu;5;2;7000cm³
46500DT;162000km;05.2017;Essence;Manuelle;6cv;Traction;Compacte;22.03.2024;Tunis;Seat;LeonSC;"""""";Noir;Noir;Cuirintégral;5;3;1200cm³
60000DT;125000km;10.2019;Essence;Automatique;7cv;Propulsion;SUV/4x4;22.03.2024;Tunis;Ford;Ecosport;Phase3;"""""";"""""";"""""";"""""";"""""";""""""
200000DT;35000km;05.2022;Diesel;Automatique;11cv;Traction;Monospace;22.03.2024;Sfax;Toyota;Verso;Phase2(AU-ZG);"""""";"""""";"""""";"""""";"""""";""""""
179000DT;142000km;09.2011;Essence;Automatique;30cv;Traction;SUV/4x4;22.03.2024;Sfax;Porsche;Cayenne;92A;"""""";"""""";"""""";"""""";"""""";""""""
65000DT;75000km;01.2019;Essence;Automatique;7cv;Traction;SUV/4x4;22.03.2024;Ariana;MG;ZS;"""""";Blanc;Noir;Similicuir;5;5;1500cm³
85000DT;57000km;09.2019;Essence;Automatique;6cv;Propulsion;SUV/4x4;22.03.2024;Ariana;Nissan;Qashqai;IIPhase2(J11E);"""""";"""""";"""""";"""""";"""""";""""""
148000DT;36000km;04.2022;Essence;Automatique;9cv;Traction;SUV/4x4;22.03.2024;Ariana;Volvo;XC40;(09/2017-01/2022);Noir;Noir;Tissu;5;5;""""""
135000DT;58000km;02.2021;Diesel;Automatique;8cv;Traction;Citadine;22.03.2024;Nabeul;Volkswagen;Golf8;"""""";Noir;Beige;Tissu;5;5;1968cm³
149000DT;44500km;10.2021;Hybrideessence;Automatique;8cv;Traction;Compacte;22.03.2024;Tunis;Volkswagen;Golf8;"""""";Grisanthracite;Gris;Alcantara;5;5;1499cm³
65000DT;198000km;04.2018;Diesel;Manuelle;5cv;Traction;Utilitaire;22.03.2024;Sfax;Citroën;JumpyFourgon;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
180000DT;122000km;07.2014;Essence;Automatique;21cv;Intégrale;SUV/4x4;22.03.2024;Sfax;Porsche;Cayenne;"""""";Blanc;Beige;Cuirintégral;5;5;""""""
115000DT;150000km;04.2014;Diesel;Automatique;9cv;Propulsion;Berline;22.03.2024;Sfax;Mercedes-Benz;ClasseC;"""""";GrisShark;"""""";"""""";"""""";"""""";""""""
185000DT;36000km;12.2018;Hybrideessence;Automatique;11cv;Propulsion;Berline;22.03.2024;Sfax;Mercedes-Benz;ClasseC;"""""";Grisargent;Noir;Cuirintégral;5;5;1497.0cm³
150000DT;73000km;10.2018;Essence;Automatique;8cv;Propulsion;Berline;22.03.2024;Sfax;Mercedes-Benz;ClasseC;"""""";Blanc;Noir;Cuirpartiel;5;5;1595.0cm³
75000DT;14000km;02.2019;Essence;Manuelle;7cv;Traction;Berline;22.03.2024;Sfax;Renault;MeganeSedan;IVPhase2Estate;"""""";"""""";"""""";"""""";"""""";""""""
131000DT;65000km;08.2020;Hybridediesel;Automatique;11cv;Traction;SUV/4x4;22.03.2024;Monastir;KIA;Sportage;"""""";Grisanthracite;Noir;Cuirintégral;5;5;4000cm³
120000DT;120000km;05.2016;Diesel;Manuelle;11cv;Intégrale;SUV/4x4;22.03.2024;Sousse;Ford;Ranger;III(TKE)Phase2;"""""";"""""";"""""";"""""";"""""";""""""
38000DT;286000km;12.2011;Diesel;Manuelle;6cv;Intégrale;SUV/4x4;22.03.2024;BenArous;Dacia;Duster;"""""";Grisargent;Noir;Cuirintégral;5;5;1500cm³
44000DT;162000km;04.2017;Diesel;Manuelle;5cv;Traction;Utilitaire;22.03.2024;Sfax;Volkswagen;Caddy;VCombi;"""""";"""""";"""""";"""""";"""""";""""""
48000DT;128000km;05.2017;Essence;Automatique;8cv;Traction;Berline;23.03.2024;Tunis;Skoda;Octavia;(5E3)BerlinePhase2;"""""";"""""";"""""";"""""";"""""";""""""
70000DT;90000km;03.2016;Essence;Automatique;7cv;Propulsion;Coupé;23.03.2024;BenArous;BMW;Série1;(F20)LCI5portes;"""""";"""""";"""""";"""""";"""""";""""""
52400DT;117000km;06.2017;Essence;Manuelle;7cv;Traction;SUV/4x4;23.03.2024;Tunis;Dacia;Duster;"""""";Noir;Gris;Tissu;5;5;1455cm³
68000DT;107000km;07.2020;Essence;Manuelle;6cv;Traction;Citadine;23.03.2024;Tunis;Seat;Ibiza;"""""";Grisargent;Noir;Similicuir;5;5;1599cm³
135000DT;39000km;02.2021;Essence;Automatique;9cv;Traction;SUV/4x4;23.03.2024;Ariana;Toyota;RAV4;"""""";Noir;Beige;Cuirintégral;5;4;1987cm³
95000DT;370000km;01.2007;Diesel;Automatique;23cv;Intégrale;SUV/4x4;23.03.2024;Sousse;Mercedes-Benz;ClasseGL;-164;"""""";"""""";"""""";"""""";"""""";""""""
75000DT;80000km;03.2019;Essence;Manuelle;7cv;Traction;Compacte;23.03.2024;Monastir;Volkswagen;Golf7;VIIPhase25Portes;"""""";"""""";"""""";"""""";"""""";""""""
51000DT;81000km;07.2017;Essence;Manuelle;6cv;Traction;Citadine;23.03.2024;Tunis;Seat;Leon;III(5F8)STPhase2;"""""";"""""";"""""";"""""";"""""";""""""
102000DT;50000km;07.2021;Hybrideessence;Automatique;6cv;Traction;Compacte;23.03.2024;Tunis;Volkswagen;Golf8;VIIISWVariant;"""""";"""""";"""""";"""""";"""""";""""""
63000DT;60000km;03.2021;Essence;Manuelle;7cv;Traction;SUV/4x4;23.03.2024;Tunis;MG;ZS;ZSSUV;"""""";"""""";"""""";"""""";"""""";""""""
108000DT;130000km;10.2017;Essence;Automatique;9cv;Traction;Berline;23.03.2024;Kairouan;Mercedes-Benz;ClasseC;"""""";Noir;Noir;Cuirintégral;5;5;1595cm³
70000DT;120000km;04.2018;Essence;Automatique;8cv;Traction;SUV/4x4;23.03.2024;Kairouan;Jeep;Renegade;"""""";Noir;"""""";Cuirintégral;"""""";"""""";""""""
145000DT;95000km;11.2017;Essence;Automatique;9cv;Traction;Berline;23.03.2024;Kairouan;Mercedes-Benz;ClasseE;"""""";Noir;"""""";Cuirintégral;"""""";"""""";""""""
78000DT;130000km;03.2018;Essence;Automatique;7cv;Traction;Berline;23.03.2024;Kairouan;BMW;Série3;"""""";Noir;"""""";Cuirintégral;"""""";"""""";""""""
144000DT;20000km;09.2018;Essence;Automatique;8cv;Traction;Citadine;23.03.2024;Kairouan;BMW;X1;"""""";Blanc;Noir;Cuirintégral;5;5;1498cm³
45000DT;84000km;11.2017;Essence;Automatique;6cv;Traction;Berline;23.03.2024;Kairouan;Seat;Toledo;"""""";Noir;"""""";"""""";"""""";"""""";""""""
85000DT;80000km;01.2020;Essence;Automatique;8cv;Traction;SUV/4x4;23.03.2024;Kairouan;Jeep;Renegade;"""""";GrisShark;"""""";"""""";"""""";"""""";""""""
39000DT;74000km;05.2020;Essence;Manuelle;5cv;Traction;Berline;23.03.2024;Kairouan;Hyundai;Grandi10;"""""";Grisargent;"""""";"""""";"""""";"""""";""""""
60000DT;60000km;08.2020;Essence;Manuelle;7cv;Traction;Citadine;23.03.2024;Kairouan;Renault;Megane;"""""";Noir;Noir;Cuirintégral;5;5;1149cm³
48500DT;160000km;05.2018;Diesel;Manuelle;5cv;Traction;Citadine;23.03.2024;Kairouan;Dacia;Dokker;Van;"""""";"""""";"""""";"""""";"""""";""""""
130000DT;99000km;01.2019;Essence;Automatique;9cv;Traction;Berline;23.03.2024;Kairouan;Mercedes-Benz;ClasseA;(W177)Berline;"""""";"""""";"""""";"""""";"""""";""""""
148000DT;100000km;01.2018;Essence;Automatique;10cv;Traction;Berline;23.03.2024;Kairouan;BMW;Série5;(G30)Berline;"""""";"""""";"""""";"""""";"""""";""""""
32000DT;93000km;04.2012;Essence;Automatique;12cv;Traction;Berline;23.03.2024;BenArous;Chevrolet;Malibu;(V300);"""""";"""""";"""""";"""""";"""""";""""""
61500DT;120000km;08.2017;Essence;Automatique;5cv;Traction;Citadine;23.03.2024;BenArous;Volkswagen;Golf7;"""""";Noir;Noir;Tissu;5;4;1198cm³
25000DT;166000km;12.2010;Essence;Manuelle;5cv;Intégrale;Citadine;23.03.2024;Tunis;Citroën;C3;"""""";Blanc;Noir;Cuirpartiel;5;4;1124cm³
235000DT;63000km;06.2017;Essence;Automatique;20cv;Intégrale;SUV/4x4;23.03.2024;Ariana;Jeep;Wrangler;"""""";Grisargent;"""""";Cuirintégral;81;"""""";""""""
24500DT;175000km;09.2012;Essence;Manuelle;4cv;Traction;Citadine;23.03.2024;Tunis;Peugeot;206+;"""""";GrisShark;Noir;Tissu;5;5;1011cm³
90000DT;105000km;01.2019;Essence;Automatique;8cv;Traction;SUV/4x4;23.03.2024;Tunis;KIA;Sportage;"""""";Noir;Beige;Cuirintégral;5;5;1633cm³
28500DT;138000km;09.2009;Essence;Manuelle;5cv;Traction;Compacte;23.03.2024;BenArous;Mini;Coupé;"""""";Blanc;Noir;Tissu;4;2;900cm³
258000DT;37000km;01.2022;Essence;Automatique;10cv;Propulsion;Berline;23.03.2024;Tunis;BMW;Série5;"""""";Blanc;Marron;Cuirintégral;5;4;1600cm³
110000DT;130000km;06.2019;Essence;Automatique;7cv;Traction;Berline;23.03.2024;Tunis;BMW;Série3;(G20)Berline;"""""";"""""";"""""";"""""";"""""";""""""
55000DT;150000km;05.2010;Essence;Automatique;9cv;Traction;Berline;23.03.2024;Sfax;Mercedes-Benz;ClasseC;"""""";Noir;Noir;Similicuir;5;4;899cm³
27500DT;86000km;05.2019;Essence;Manuelle;5cv;Traction;Berline;23.03.2024;Tunis;Peugeot;301;phase2;"""""";"""""";"""""";"""""";"""""";""""""
47000DT;183000km;08.2012;Essence;Manuelle;6cv;Traction;Compacte;23.03.2024;Ariana;BMW;Série1;"""""";GrisShark;Noir;Tissu;5;5;2000cm³
42000DT;44000km;11.2018;Essence;Manuelle;5cv;Traction;Berline;23.03.2024;Kasserine;Renault;Symbol;"""""";Grisargent;Beige;Similicuir;5;5;1400cm³
42000DT;147000km;11.2016;Essence;Manuelle;5cv;Traction;Berline;23.03.2024;Nabeul;Hyundai;i20;"""""";GrisShark;Noir;Cuirpartiel;5;5;1197cm³
30000DT;124000km;12.2014;Essence;Manuelle;5cv;Traction;Coupé;23.03.2024;Ariana;Citroën;DS3;(A55)Phase2;"""""";"""""";"""""";"""""";"""""";""""""
125000DT;15500km;02.2023;Essence;Automatique;8cv;Traction;Compacte;24.03.2024;BenArous;Volkswagen;Golf8;"""""";Grisargent;Noir;Tissu;5;5;1395cm³
120000DT;22000km;08.2021;Diesel;Manuelle;8cv;Intégrale;SUV/4x4;24.03.2024;Tataouine;Toyota;HiluxDoubleCabine;(GUN1./35);"""""";"""""";"""""";"""""";"""""";""""""
80000DT;65000km;08.2019;Essence;Manuelle;8cv;Traction;SUV/4x4;24.03.2024;Sousse;Volkswagen;Tiguan;II;"""""";"""""";"""""";"""""";"""""";""""""
27000DT;181000km;08.2011;Essence;Manuelle;5cv;Traction;Citadine;24.03.2024;Ariana;Ford;Fiesta;"""""";Noir;Noir;Tissu;5;5;1250cm³
89000DT;24000km;02.2021;Essence;Automatique;10cv;Traction;SUV/4x4;24.03.2024;Ariana;MG;HS;"""""";Noir;Noir;Cuirintégral;5;5;1490cm³
365000DT;10000km;01.2022;Essence;Automatique;17cv;Intégrale;SUV/4x4;24.03.2024;Tunis;Porsche;Macan;Phase2;"""""";"""""";"""""";"""""";"""""";""""""
68000DT;50000km;06.2021;Essence;Manuelle;5cv;Traction;Compacte;24.03.2024;Sfax;KIA;Rio5p;"""""";Noir;Noir;Cuirpartiel;5;4;1200cm³
55000DT;297000km;02.2015;Essence;Automatique;16cv;Intégrale;SUV/4x4;24.03.2024;Ariana;LandRover;Freelander;2;"""""";"""""";"""""";"""""";"""""";""""""
57000DT;75000km;06.2020;Essence;Manuelle;5cv;Traction;Coupé;24.03.2024;Ariana;Renault;Clio;V5Portes;"""""";"""""";"""""";"""""";"""""";""""""
51000DT;74000km;01.2021;Essence;Manuelle;6cv;Traction;Berline;24.03.2024;Ariana;KIA;Rio5p;IVPhase2;"""""";"""""";"""""";"""""";"""""";""""""
36000DT;13990km;01.2020;Essence;Manuelle;5cv;Traction;Compacte;24.03.2024;Sfax;Mahindra;KUV100;"""""";Noir;Noir;Tissu;3;4;1200cm³
35500DT;109000km;04.2017;Essence;Manuelle;7cv;Traction;Citadine;24.03.2024;Ariana;Chevrolet;Cruze;Berline(J300);"""""";"""""";"""""";"""""";"""""";""""""
46000DT;140000km;05.2016;Essence;Manuelle;6cv;Traction;Coupé;24.03.2024;Ariana;Seat;Leon;III(5F8)STPhase2;"""""";"""""";"""""";"""""";"""""";""""""
35000DT;62000km;04.2022;Essence;Manuelle;4cv;Traction;Citadine;24.03.2024;Sousse;Renault;KwidPopulaire;"""""";Aubergine;Noir;Tissu;5;4;899cm³
